id,number,norm_number,title_fr,stored_date,stored_year,expected_year,problem,auto_fixable
392,"Arrêté-du-ministre-du-commerce,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-773-73","du-ministre-du-commerce,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-773-73",Réglementation du parc de bouteilles des repreneurs en centres emplisseurs (1973,,,,"number contient le type → devrait être ""du-ministre-du-commerce,-de-l'industrie,-des-mines-et-de-la-marine-marchande-n°-773-73""",True
393,Arrêté-Modèles-de-rapports-FR,modèles-de-rapports-fr,"Modèles de rapports géologiques, miniers et statistiques minières",,,,number contient le type → devrait être 'modèles-de-rapports-fr',True
394,Arrêté-n°-1282-06,n°-1282-06,Réseau de distribution au détail des hydrocarbures raffinés (hors GPL),,,,number contient le type → devrait être 'n°-1282-06',True
400,Arrêté n°1948-21,1948-21,"Arrêté du ministre de l’énergie, des mines et de l’environnement n°1948-21 du 5 ",2021-07-16,,,number contient le type → devrait être '1948-21',True
401,Arrêté conjoint,Arrêté conjoint,"Arrêté conjoint des ministres chargé des finances, de l'économie et de la valori",2022-08-22,,,number contient le type → devrait être 'Arrêté conjoint',True
402,Circulaire n°,Circulaire n°,Renforcement des mesures de sécurité relatives aux explosifs à usage civil,,,,number contient le type → devrait être 'Circulaire n°',True
404,Circulaire du 13 MARS 2017,du-13-mars-2017,"Circulaire du Ministre de l’Energie, des Mines, de l’Eau et de l’Environnement r",2017-03-13,,,number contient le type → devrait être 'du-13-mars-2017',True
409,DAHIR DU 12 JANVIER 1955,du-12-janvier-1955,DAHIR DU 12 JANVIER 1955 portant règlement sur les appareils à pression de gaz,1955-01-12,,,number contient le type → devrait être 'du-12-janvier-1955',True
411,Dahir du 22 juillet 1953,du-22-juillet-1953,DAHIR du 22 juillet 1953 (9 kaada 1372) portant règlement sur l'emploi des appar,1953-07-22,,,number contient le type → devrait être 'du-22-juillet-1953',True
412,DAHIR DU 2 MARS 1938,du-2-mars-1938,Déclaration de l'expédition de matières réglementant la manutention et le transp,1938-03-02,,,number contient le type → devrait être 'du-2-mars-1938',True
413,DAHIR DU 18 JOUMADA I 1332,du-18-joumada-i-1332,PORTANT REGLEMENTATION DE LA FABRICATION DES EXPLOSIFS,1914-04-14,,,number contient le type → devrait être 'du-18-joumada-i-1332',True
414,DAHIR DU 14 JANVIER 1914,du-14-janvier-1914,"Dahir du 14 janvier 1914 réglementant l'importation, la circulation et la vente ",1914-01-14,,,number contient le type → devrait être 'du-14-janvier-1914',True
416,Décret n° 2-97-30,2-97-30,Décret n° 2-97-30 du 25 joumada II 1418 (28 octobre 1997) pris pour l'applicatio,1997-10-28,,,number contient le type → devrait être '2-97-30',True
417,Décret n° 2-91-631,2-91-631,Décret n° 2-91-631 du 7 kaada 1413 (29 avril 1993) modifiant et complétant le dé,1993-04-29,,,number contient le type → devrait être '2-91-631',True
419,Décret n° 2-15-807,2-15-807,Décret n° 2-15-807 du 12 rejeb 1437 (20 avril 2016) pris pour l’application des ,2016-04-20,,,number contient le type → devrait être '2-15-807',True
420,Décret n° 2-72-513,2-72-513,Décret pris pour l'application du dahir portant loi n° 1-72-255 du 18 moharrem 1,1973-04-07,,,number contient le type → devrait être '2-72-513',True
426,Décret n°2.19.1021,2-19-1021,Décret n°2.19.1021 du 2 chaâbane 1441 (27 mars 2020) portant application des dis,2020-03-27,,,number contient le type → devrait être '2-19-1021',True
432,Arrêté conjoint n° 3399-12,3399-12,Arrêté conjoint du ministre de l’équipement et du transport et du ministre de l’,2012-10-08,,,number contient le type → devrait être '3399-12',True
433,Arrêté conjoint n° 3413-11,3413-11,"Arrêté conjoint du ministre de l’énergie, des mines, de l’eau et de l’environnem",2012-12-20,,,number contient le type → devrait être '3413-11',True
436,Décret n°2‑21‑1075,2‑21‑1075,Décret approuvant l’accord de prêt conclu le 14 décembre 2021 entre le Royaume d,2022-01-13,,,number contient le type → devrait être '2‑21‑1075',True
440,Dahir n° 1-03-60,1-03-60,Dahir n° 1-03-60 du 10 rabii I 1424 (12 mai 2003) portant promulgation de la loi,2003-05-12,,,number contient le type → devrait être '1-03-60',True
443,Dahir n° 1-19-126,1-19-126,Dahir n° 1-19-126 du 16 rabii II 1441 (13 décembre 2019) portant promulgation de,2019-12-13,,,number contient le type → devrait être '1-19-126',True
446,Décret n°2-08-292,2-08-292,Décret n° 2-08-292 du 5 rejeb 1429 (9 juillet 2008) portant revalorisation du sa,2008-07-09,,,number contient le type → devrait être '2-08-292',True
447,Décret n° 2-09-51,2-09-51,Décret n° 2-09-51 du 25 joumada 1 1430 (21 mai 2009) habilitant le ministre de l,2009-05-21,,,number contient le type → devrait être '2-09-51',True
448,Décret n° 2-09-471,2-09-471,Décret n° 2-09-471 du 20 hija 1430 (8 décembre 2009) modifiant l’article 82 du d,2009-12-08,,,number contient le type → devrait être '2-09-471',True
450,Décret n° 2-10-7,2-10-7,"portant délégation de pouvoirs au ministre délégué auprès du Premier ministre, c",2010-01-07,,,number contient le type → devrait être '2-10-7',True
451,Décret n° 2-09-538,2-09-538,Décret n° 2-09-538 du 5 rabii II 1431 (22 mars 2010) fixant les modalités d’élab,2010-03-22,,,number contient le type → devrait être '2-09-538',True
453,Décret n° 2-09-683,2-09-683,Décret n° 2-09-683 du 23 rejeb 1431 (6 juillet 2010) fixant les modalités d’élab,2010-07-06,,,number contient le type → devrait être '2-09-683',True
454,Décret n° 2-11-480,2-11-480,Décret n° 2-11-480 du 29 ramadan 1432 (30 août 2011) approuvant la décision de B,2011-08-30,,,number contient le type → devrait être '2-11-480',True
456,Dahir n° 1-09-273,1-09-273,Dahir n° 1-09-273 du 10 ramadan 1435 (8 juillet 2014) portant publication de l’A,2014-07-08,,,number contient le type → devrait être '1-09-273',True
457,Décret n° 2-15-769,2-15-769,"Décret n° 2-15-769 du 3 rabii I 1437 (15 décembre 2015) fixant la
composition, l",2015-12-15,,,number contient le type → devrait être '2-15-769',True
458,Décret n° 2-16-174,2-16-174,Décret n° 2-16-174 du 25 joumada FI 1437 (4 avril 2016) pris pour l’application ,2016-04-04,,,number contient le type → devrait être '2-16-174',True
460,Décret n° 2-19-721,2-19-721,Décret n° 2-19-721 du 3 ramadan 1441 (27 avril 2020) portant création de la comm,2020-04-27,,,number contient le type → devrait être '2-19-721',True
461,Décret n° 2-20-641,2-20-641,Décret n° 2-20-641 du 23 rabii II 1442 (9 décembre 2020) modifiant et complétant,2020-12-09,,,number contient le type → devrait être '2-20-641',True
462,Décret n° 2-21-165,2-21-165,Décret n° 2-21-165 du 5 chaoual 1443 (6 mai 2022) complétant le Décret n° 2-21-9,2022-05-06,,,number contient le type → devrait être '2-21-165',True
463,Décret n° 2-95-717,2-95-717,relatif à la préparation et à la lutte contre les pollutions marines accidentell,1996-11-22,,,number contient le type → devrait être '2-95-717',True
464,Dahir n° 1-14-09,1-14-09,Dahir n° 1-14-09 du 4 joumada 1 1435 (6 mars 2014) portant promulgation de la lo,2014-03-06,,,number contient le type → devrait être '1-14-09',True
465,Dahir n° 1-03-59,1-03-59,Dahir portant promulgation de la loi n° 11-03 relative à la protection et à la m,2003-05-12,,,number contient le type → devrait être '1-03-59',True
466,Dahir n° 1-03-61,1-03-61,Dahir n° 1-03-61 du 10 rabii I 1424 (12 mai 2003) portant promulgation de la loi,2003-05-12,,,number contient le type → devrait être '1-03-61',True
467,Dahir n° 1-12-25,1-12-25,Dahir n° 1-12-25 du 13 ramadan 1433 (2 août 2012) portant promulgation de la loi,2012-08-02,,,number contient le type → devrait être '1-12-25',True
468,Dahir n° 1-20-78,1-20-78,Dahir n° 1-20-78 du 18 hija 1441 (8 août 2020) portant promulgation de la loi n°,2020-08-08,,,number contient le type → devrait être '1-20-78',True
469,Dahir n° 1-15-87,1-15-87,Dahir n° 1-15-87 du 29 ramadan 1436 (16 juillet 2015) portant promulgation de la,2015-07-16,,,number contient le type → devrait être '1-15-87',True
470,Loi n° 38-16,38-16,modifiant et complétant l’article 2 du Dahir n° 1-63-226 du 14 rabii I 1383 (5 a,2016-09-22,,,number contient le type → devrait être '38-16',True
471,Dahir n°1-02-316,1-02-316,Dahir n°1-02-316 du 13 hija 1422 (15 février 2002),2002-02-13,,,number contient le type → devrait être '1-02-316',True
472,Dahir n° 1-04-22,1-04-22,Dahir n° 1-04-22 du 1er chaoual 1425 (13 décembre 2004) portant promulgation de ,2004-12-01,,,number contient le type → devrait être '1-04-22',True
476,Dahir n°1-00-204,1-00-204,Dahir n° 1-00-204 du 15 safar 1421 (19 mai 2000) portant exécution de la loi n° ,2000-05-19,,,number contient le type → devrait être '1-00-204',True
477,Dahir n°1-51-1,1-51-1,dahir n° 1-51-1 du 2 kaada 1370 (2 janvier 1951) relatif aux obligations et cont,1951-01-02,,,number contient le type → devrait être '1-51-1',True
478,Dahir 1-11-20,1-11-20,Dahir n° 1-11-20 du 23 février 2011 portant modification et complétant le dahir ,2011-02-23,,,number contient le type → devrait être '1-11-20',True
479,Dahir n°1.15.62,1-15-62,Dahir n°1.15.62 du 2 chaabane 1436 (2 juin 2015) portant promulgation de la loi ,2015-06-02,,,number contient le type → devrait être '1-15-62',True
480,Décret n° 2.15.426 du 28 Ramadan 1436,2-15-426-du-28-ramadan-1436,relatif à la préparation et à l'exécution des lois de finances,2015-07-15,,,number contient le type → devrait être '2-15-426-du-28-ramadan-1436',True
481,Dahir n°1.15.05,1-15-05,Dahir n° 1.15.05 du 29 Rabii II 1436 (19 février 2015) portant exécution de la l,2015-02-19,,,number contient le type → devrait être '1-15-05',True
483,Dahir n°1.15.25,1-15-25,Dahir n° 1-15-25 du 29 Rabii II 1436 (19 février 2015) portant promulgation de l,2015-02-19,,,number contient le type → devrait être '1-15-25',True
486,Dahir n°1-04-22,1-04-22,Dahir n° 1-04-22 du 19 moharrem 1425 (19 février 2004) portant promulgation de l,2004-02-19,,,number contient le type → devrait être '1-04-22',True
487,Dahir n°1-09-07,1-09-07,Dahir n° 1-09-07 du 15 chaoual 1430 (5 octobre 2009) portant promulgation de la ,2009-08-05,,,number contient le type → devrait être '1-09-07',True
488,Dahir n° 1-90-19,1-90-19,Dahir n° 1-90-19 du 9 chaoual 1411 (2 mai 1991) portant promulgation de la loi n,1990-10-09,,,number contient le type → devrait être '1-90-19',True
491,Dahir n°1-11-141,1-11-141,Dahir n° 1-11-19 du 19 rebia II 1432 (22 mars 2011) portant publication de la lo,2011-04-19,,,number contient le type → devrait être '1-11-141',True
494,Dahir n°1-70-10,1-70-10,Dahir n° 1-70-10 du 8 rabii I 1390 (17 avril 1970) portant promulgation de la lo,1970-04-08,,,number contient le type → devrait être '1-70-10',True
495,Dahir n°1.16.25,1-16-25,Dahir n° 1-16-25 du 22 joumada I 1437 (2 mars 2016) portant exécution de la loi ,2016-03-02,,,number contient le type → devrait être '1-16-25',True
496,Loi n°15.09,15-09,Loi n° 15.09 relative aux mesures de sauvegarde commerciale,2011-06-02,,,number contient le type → devrait être '15-09',True
497,Dahir n°1-14-96,1-14-96,Dahir n° 1-14-96 du 20 rejeb 1435 (20 mai 2014) portant exécution de la loi n° 4,2014-05-20,,,number contient le type → devrait être '1-14-96',True
498,Dahir n°1.95.213,1-95-213,Dahir n° 1-95-213 portant promulgation de la loi-cadre n° 18-95 formant charte d,1995-11-08,,,number contient le type → devrait être '1-95-213',True
499,Dahir n°1-15-07,1-15-07,Dahir n° 1-15-07 portant promulgation de la loi n° 114.13 relative au régime de ,2015-02-19,,,number contient le type → devrait être '1-15-07',True
502,Dahir n°1.16.50,1-16-50,Dahir n° 1-16-50 du 19 rejeb 1437 (27 avril 2016) portant exécution de la loi n°,2016-04-27,,,number contient le type → devrait être '1-16-50',True
504,Dahir n°1.16.151,1-16-151,Dahir n° 1-16-151 du 21 kaada 1437 (25 août 2016) portant exécution de la loi n°,2016-08-25,,,number contient le type → devrait être '1-16-151',True
505,Loi n°49-91,49-91,Loi n° 49-91 relative aux zones d'exportation franche,,,,number contient le type → devrait être '49-91',True
508,Dahir n° 1-21-02,1-21-02,Dahir n° 1-21-02 du 2 ramadan 1442 (14 avril 2021) portant promulgation de la lo,2021-04-02,,,number contient le type → devrait être '1-21-02',True
509,Dahir 1-04-22,1-04-22,Dahir n° 1-04-22 du 27 hija 1424 (18 février 2004) portant publication de la loi,1905-01-11,,,number contient le type → devrait être '1-04-22',True
510,Dahir n°1-15-103,1-15-103,Dahir n° 1-15-103 du 29 rejeb 1436 (18 mai 2015) portant publication de la loi n,2015-05-18,,,number contient le type → devrait être '1-15-103',True
511,Dahir n°1-00-71,1-00-71,Dahir n° 1-00-71 du 15 moharrem 1421 (19 mai 2000) portant création d'un office ,2000-02-15,,,number contient le type → devrait être '1-00-71',True
512,Dahir n°1.11.19,1-11-19,Dahir n°1.11.19 du 25 Rabii I 1432 (1er mars 2011) portant création du Conseil n,2011-03-01,,,number contient le type → devrait être '1-11-19',True
514,Dahir n°1-14-141,1-14-141,Dahir n° 1-14-141 du 6 juin 2014 portant promulgation de la loi n° 99-12 relativ,2014-06-06,,,number contient le type → devrait être '1-14-141',True
515,Dahir n°1-15-87,1-15-87,Dahir n° 1-15-87 du 29 ramadan 1436 (16 juillet 2015) portant promulgation de la,2015-07-16,,,number contient le type → devrait être '1-15-87',True
516,Dahir n°1-01-10,1-01-10,Dahir n° 1-01-10 du 1er août 2001 portant promulgation de la loi n° 62-99 relati,2001-08-01,,,number contient le type → devrait être '1-01-10',True
518,Dahir n° 1-05-151,1-05-151,Dahir n° 1-05-151 du 14 rabii II 1426 (23 mai 2005) portant promulgation de la l,2005-02-14,,,number contient le type → devrait être '1-05-151',True
519,Dahir n°1.02.119,1-02-119,Dahir n° 1-02-119 du 1er Rabii II 1423 (13 juin 2002) portant promulgation de la,2002-06-13,,,number contient le type → devrait être '1-02-119',True
522,Dahir n°1.11.37,1-11-37,Dahir n°1-11-37 portant exécution de la loi n° 30-05 relative au transport de ma,2011-06-02,,,number contient le type → devrait être '1-11-37',True
525,Dahir n°1-97-75,1-97-75,Dahir n° 1-97-75 du 25 moharrem 1418 (3 mai 1997) portant promulgation de la loi,1997-05-13,,,number contient le type → devrait être '1-97-75',True
526,Dahir n°1-16-53,1-16-53,Dahir n° 1-16-53 du 19 rejeb 1437 (27 avril 2016) portant exécution de la loi n°,2016-04-27,,,number contient le type → devrait être '1-16-53',True
527,Dahir n°1-11-151,1-11-151,Dahir n° 1-11-151 du 20 chaâbane 1432 (20 juillet 2011) portant publication de l,2011-07-20,,,number contient le type → devrait être '1-11-151',True
531,Dahir 1-04-13,1-04-13,Dahir n° 1-04-13 du 1er chaoual 1424 (16 novembre 2003) portant publication de l,2004-03-01,,,number contient le type → devrait être '1-04-13',True
533,Dahir n°1.15.76,1-15-76,Dahir n° 1-15-76 du 14 ramadan 1436 (1er juillet 2015) portant exécution de la l,2015-07-01,,,number contient le type → devrait être '1-15-76',True
535,Dahir n°1-14-191,1-14-191,Dahir n° 1-14-191 du 7 moharrem 1434 (13 décembre 2012) portant promulgation de ,2012-12-13,,,number contient le type → devrait être '1-14-191',True
536,Dahir n°1-20-92,1-20-92,Dahir n° 1-20-92 du 14 rabii I 1442 (1er novembre 2020) portant promulgation de ,2020-10-14,,,number contient le type → devrait être '1-20-92',True
